Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2010-01-04,46.35,47.11,46.26,46.94,1148600.0,0.0,1.0,39.352687932705,39.997953150156,39.276274946427,39.85361750941,1148600.0
2010-01-05,47.25,48.18,46.96,48.05,1592300.0,0.0,1.0,40.116817795475,40.906418653672,39.870598173027,40.796044340161,1592300.0
2010-01-06,47.85,48.62,47.78,48.49,1745900.0,0.0,1.0,40.626237703989,41.279993253249,40.56680538133,41.169618939738,1745900.0
2010-01-07,48.26,51.05,48.25,50.95,3558600.0,0.0,1.0,40.974341308141,43.343143882731,40.965850976332,43.258240564645,3558600.0
2010-01-08,50.35,54.42,50.1,53.67,4848000.0,0.0,1.0,42.748820656131,46.204385702217,42.536562360917,45.567610816575,4848000.0
2010-01-11,53.61,55.41,53.5,55.0,3159800.0,0.0,1.0,45.516668825724,47.044928551266,45.423275175829,46.696824947114,3159800.0
2010-01-12,53.66,53.95,52.84,53.35,3841800.0,0.0,1.0,45.559120484766,45.805340107215,44.862913276464,45.295920198701,3841800.0
2010-01-13,52.18,53.25,51.36,52.78,2413300.0,0.0,1.0,44.302551377099,45.211016880615,43.606344168796,44.811971285613,2413300.0
2010-01-14,51.79,53.21,51.27,52.89,1802900.0,0.0,1.0,43.971428436565,45.177055553381,43.529931182519,44.905364935507,1802900.0
2010-01-15,51.98,52.48,51.3805,51.73,2039900.0,0.0,1.0,44.132744740927,44.557261331356,43.623749349004,43.920486445713,2039900.0
2010-01-19,50.84,52.94,50.59,52.94,1689400.0,0.0,1.0,43.164846914751,44.94781659455,42.952588619537,44.94781659455,1689400.0
2010-01-20,52.41,52.41,50.62,51.47,2002000.0,0.0,1.0,44.497829008696,44.497829008696,42.978059614962,43.69973781869,2002000.0
2010-01-21,51.31,51.64,48.98,49.47,2264300.0,0.0,1.0,43.563892509753,43.844073459436,41.585645198357,42.001671456977,2264300.0
2010-01-22,49.24,49.24,47.74,47.77,2049400.0,0.0,1.0,41.80639382538,41.80639382538,40.532844054095,40.558315049521,2049400.0
2010-01-25,48.7,49.19,47.28,47.63,1626500.0,0.0,1.0,41.347915907718,41.763942166337,40.142288790901,40.439450404201,1626500.0
2010-01-26,47.43,48.4,46.82,47.29,2935300.0,0.0,1.0,40.26964376803,41.093205953461,39.751733527707,40.15077912271,2935300.0
2010-01-27,47.06,47.21,44.84,46.41,3368300.0,0.0,1.0,39.955501491113,40.082856468241,38.070647829611,39.403629923556,3368300.0
2010-01-28,46.85,46.94,45.1305,45.55,1538100.0,0.0,1.0,39.777204523133,39.85361750941,38.31729196865,38.673461388019,1538100.0
2010-01-29,46.08,46.77,44.98,45.16,2110900.0,0.0,1.0,39.123448973873,39.709281868664,38.189512474931,38.342338447485,2110900.0
2010-02-01,45.73,46.98,45.55,46.94,2299600.0,0.0,1.0,38.826287360573,39.887578836644,38.673461388019,39.85361750941,2299600.0
2010-02-02,50.15,52.26,49.12,51.09,8399900.0,0.0,1.0,42.57901401996,44.370474031567,41.704509843677,43.377105209965,8399900.0
2010-02-03,51.11,53.05,51.0201,51.84,3425700.0,0.0,1.0,43.394085873582,45.041210244444,43.317757790623,44.013880095607,3425700.0
2010-02-04,51.01,51.21,49.82,50.1,2765300.0,0.0,1.0,43.309182555496,43.478989191668,42.298833070277,42.536562360917,2765300.0
2010-02-05,49.93,50.57,48.89,50.48,3215000.0,0.0,1.0,42.392226720171,42.935607955919,41.50923221208,42.859194969642,3215000.0
2010-02-08,50.26,51.52,49.93,50.11,2097900.0,0.0,1.0,42.672407669854,43.742189477733,42.392226720171,42.545052692725,2097900.0
2010-02-09,51.17,52.89,51.0,52.24,2641200.0,0.0,1.0,43.445027864433,44.905364935507,43.300692223688,44.35349336795,2641200.0
