Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2019-07-31,284.0,284.48,275.58,277.68,1903703.0,0.0,1.0,283.44198013406213,283.9210370018944,275.038524244172,277.134398040938,1903703.0
2019-08-01,279.45,284.242,275.77,277.81,1552028.0,0.0,1.0,278.90092024106923,283.6835046382609,275.22815092102223,277.26414260930915,1552028.0
2019-08-02,277.83,277.83,271.0,274.82,2096269.0,0.0,1.0,277.28410331213547,277.28410331213547,270.4675232969396,274.28001753677097,2096269.0
2019-08-05,268.63,271.75,266.49,268.46,2569335.0,0.0,1.0,268.102180012018,271.21604965292744,265.9663848095994,267.93251403799405,2569335.0
2019-08-06,271.4,277.32,270.01,275.96,2287526.0,0.0,1.0,270.8667373534664,276.7751053900638,269.4794685070356,275.4177775978725,2287526.0
2019-08-07,272.36,276.36,269.16,274.79,1664329.0,0.0,1.0,271.8248510891309,275.8169916543994,268.6311386369161,274.2500764825315,1664329.0
2019-08-08,277.44,281.0,277.045,280.5,1348203.0,0.0,1.0,276.89486960702186,280.4478747101108,276.5006457262016,279.94885713945223,1348203.0
2019-08-09,278.78,280.96,275.65,276.37,921902.0,0.0,1.0,278.23223669638674,280.4079533044581,275.1083867040642,275.82697200581254,921902.0
2019-08-12,274.73,276.29,270.98,272.0,1630631.0,0.0,1.0,274.19019437405245,275.7471291945072,270.44756259411326,271.4655584382567,1630631.0
2019-08-13,272.07,278.06,270.27,275.17,1909453.0,0.0,1.0,271.5354208981489,277.51365139463843,269.73895764377806,274.629329836232,1909453.0
2019-08-14,272.64,275.3,269.37,269.48,1856237.0,0.0,1.0,272.1043009286997,274.7590744046032,268.84072601659267,268.95050988213757,1856237.0
2019-08-15,274.66,275.99,270.76,273.31,1603744.0,0.0,1.0,274.12033191416026,275.44771865211203,270.22799486302347,272.7729844733821,1603744.0
2019-08-16,276.59,277.345,274.25,276.15,1035052.0,0.0,1.0,276.0465397369023,276.80005626859673,273.7111375062202,275.60740427472274,1035052.0
2019-08-19,278.6,280.2,276.02,279.52,1089076.0,0.0,1.0,278.0525903709497,279.6494465970571,275.4776597063515,278.9707827009614,1089076.0
2019-08-20,278.0,279.41,276.0,276.19,1031004.0,0.0,1.0,277.4537692861594,278.8609988354166,275.4576990035252,275.64732568037545,1031004.0
2019-08-21,278.27,279.71,277.0,278.27,749552.0,0.0,1.0,277.723238774315,279.1604093778117,276.4557341448423,277.723238774315,749552.0
2019-08-22,279.43,280.912,276.17,278.17,845676.0,0.0,1.0,278.8809595382429,280.36004761767487,275.6273649775491,277.6234352601833,845676.0
2019-08-23,278.1,280.22,267.46,269.36,1758470.0,0.0,1.0,277.55357280029114,279.66940729988346,266.934478896677,268.8307456651795,1758470.0
2019-08-26,270.52,272.36,268.89,270.92,1051971.0,0.0,1.0,269.98846642910735,271.8248510891309,268.3616691487604,270.38768048563423,1051971.0
2019-08-27,272.89,274.0699,271.58,272.93,1002606.0,0.0,1.0,272.35380971402896,273.531391377269,271.0463836789035,272.3937311196816,1002606.0
