Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2019-07-31,130.48,130.48,126.24,127.81,5757555.0,0.0,1.0,127.78508204900656,127.78508204900656,123.63265449008728,125.17022790223429,5757555.0
2019-08-01,128.96,129.4,126.77,127.14,6199379.0,0.0,1.0,126.29647594297892,126.72738823682901,124.1517079349522,124.51406600023525,6199379.0
2019-08-02,127.1,128.82,126.5049,127.92,5573338.0,0.0,1.0,124.47489215533977,126.15936748584477,123.8920832779075,125.27795597569681,5573338.0
2019-08-05,128.35,129.15,123.88,124.4,6192794.0,0.0,1.0,125.69907480832306,126.48255170623237,121.32139764125485,121.8306576248959,6192794.0
2019-08-06,124.78,127.0,124.38,126.45,6258660.0,0.0,1.0,122.20280915140282,124.37695754310113,121.81107070244816,123.83831717578848,6258660.0
2019-08-07,126.4,128.34,124.63,127.78,6148983.0,0.0,1.0,123.78934986966915,125.6892813470992,122.05590723304482,125.1408475185627,6148983.0
2019-08-08,128.1,129.75,127.0005,129.47,3702122.0,0.0,1.0,125.4542382777264,127.07015937966433,124.37744721616231,126.79594246539608,3702122.0
2019-08-09,129.71,129.74,127.32,128.6,2929485.0,0.0,1.0,127.03098553476887,127.06036591844048,124.69034830226484,125.94391133891972,2929485.0
2019-08-12,128.45,129.15,127.87,128.35,2920857.0,0.0,1.0,125.79700942056171,126.48255170623237,125.22898866957749,125.69907480832306,2920857.0
2019-08-13,128.28,130.38,127.94,129.93,4168535.0,0.0,1.0,125.630520579756,127.6871474367679,125.29754289814454,127.24644168169394,4168535.0
2019-08-14,129.52,130.53,128.8,129.12,6232736.0,0.0,1.0,126.84490977151542,127.8340493551259,126.13978056339705,126.45317132256076,6232736.0
2019-08-15,129.66,131.22,129.4,130.72,3782454.0,0.0,1.0,126.98201822864954,128.50979817957267,126.72738823682901,128.02012511837935,3782454.0
2019-08-16,131.42,132.32,130.64,131.76,3609658.0,0.0,1.0,128.70566740405,129.58707891419795,127.94177742858841,129.03864508566144,3609658.0
2019-08-19,132.07,132.85,131.94,132.57,3101259.0,0.0,1.0,129.3422423836013,130.10613235906285,129.21492738769103,129.83191544479462,3101259.0
2019-08-20,132.8,133.1,131.93,132.06,3160263.0,0.0,1.0,130.05716505294353,130.35096888965953,129.20513392646717,129.33244892237744,3160263.0
2019-08-21,132.91,133.64,131.6236,132.34,2936911.0,0.0,1.0,130.16489312640607,130.87981579574827,128.9050622745679,129.6066658366457,2936911.0
2019-08-22,131.75,132.93,131.32,132.66,2484691.0,0.0,1.0,129.02885162443758,130.1844800488538,128.60773279181132,129.9200565958094,2484691.0
2019-08-23,132.45,133.35,129.54,130.27,4239733.0,0.0,1.0,129.7143939101082,130.59580542025617,126.86449669396313,127.57941936330539,4239733.0
2019-08-26,130.82,133.75,130.586,133.74,3954641.0,0.0,1.0,128.118059730618,130.98754386921084,127.88889273797956,130.97775040798697,3954641.0
2019-08-27,134.2,135.3597,133.68,134.76,7187846.0,0.0,1.0,131.4282496242848,132.56399732241658,130.91898964064376,131.9766834528213,7187846.0
2019-08-28,134.5,135.34,134.28,135.19,3972645.0,0.0,1.0,131.7220534610008,132.54470420380557,131.50659731407575,132.39780228544757,3972645.0
2019-08-29,135.61,136.44,134.52,136.02,3045711.0,0.0,1.0,132.80912765684997,133.62198493843084,131.74164038344853,133.21065956702847,3045711.0
2019-08-30,136.11,137.11,135.76,136.73,3743235.0,0.0,1.0,133.29880071804328,134.27814684042988,132.95602957520794,133.90599531392294,3743235.0
2019-09-03,136.35,137.67,135.88,137.46,2989834.0,0.0,1.0,133.53384378741603,134.8265806689664,133.07355110989434,134.6209179832652,2989834.0
2019-09-04,137.81,139.18,137.25,139.15,3201744.0,0.0,1.0,134.96368912610052,136.3053933137702,134.41525529756402,136.2760129300986,3201744.0
2019-09-05,138.8,138.8,135.55,135.98,4994610.0,0.955,1.0,136.88791340005073,136.88791340005073,133.68268488023688,134.10676126901222,4994610.0
