Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2019-07-31,178.15,180.3,177.3,179.95,4508414.0,0.0,1.0,175.0598986839803,177.17260585305445,174.22464236132308,176.8286767790191,4508414.0
2019-08-01,177.35,180.54,174.57,175.01,4427985.0,0.0,1.0,174.27377508618525,177.40844293239292,171.54199558384752,171.9743635626348,4427985.0
2019-08-02,174.08,174.81,172.1,173.52,2329851.0,0.0,1.0,171.0604948801981,171.77783266318605,169.11483897565537,170.51020836174158,2329851.0
2019-08-05,170.68,171.41,165.51,166.84,4051401.0,0.0,1.0,167.71946958956923,168.43680737255718,162.63914583881885,163.94607632015308,4051401.0
2019-08-06,168.12,169.45,166.37,168.33,2055299.0,0.0,1.0,165.20387407662514,166.51080455795935,163.4842287064485,165.41023152104634,2055299.0
2019-08-07,166.42,167.24,163.8,166.92,2152483.0,0.0,1.0,163.53336143131068,164.3391381190506,160.95880664853198,164.02468867993258,2152483.0
2019-08-08,168.15,170.61,167.17,169.7,2395575.0,0.0,1.0,165.23335371154243,167.65068377476217,164.27035230424352,166.75646818227028,2395575.0
2019-08-09,168.6,169.67,165.96,168.01,2325919.0,0.0,1.0,165.67554823530213,166.726988547353,163.08134036257857,165.0957820819283,2325919.0
2019-08-12,167.2,168.71,165.34,165.67,3666772.0,0.0,1.0,164.29983193916084,165.78364022999898,162.4720945742874,162.79637055837784,3666772.0
2019-08-13,165.14,169.65,164.27,168.78,2281014.0,0.0,1.0,162.27556367483862,166.70733545740813,161.42065426223655,165.85242604480604,2281014.0
2019-08-14,166.04,166.84,163.06,163.7,3113770.0,0.0,1.0,163.15995272235804,163.94607632015308,160.23164232057158,160.8605411988076,3113770.0
2019-08-15,163.64,163.96,160.64,162.45,2873603.0,0.0,1.0,160.80158192897295,161.116031368091,157.8536184372416,159.63222307725286,2873603.0
2019-08-16,164.11,166.89,163.45,166.25,2171455.0,0.0,1.0,161.26342954267756,163.99520904501526,160.61487757449663,163.36631016677924,2171455.0
2019-08-19,168.95,170.28,168.26,168.76,2630058.0,0.0,1.0,166.01947730933745,167.3264077906717,165.34144570623926,165.83277295486113,2630058.0
2019-08-20,168.7,168.82,167.46,167.56,2362047.0,0.0,1.0,165.7738136850265,165.89173222469577,164.55532210844424,164.6535875581686,2362047.0
2019-08-21,168.51,169.53,167.785,168.53,1724094.0,0.0,1.0,165.5871093305502,166.58941691773887,164.87468482004846,165.60676242049507,1724094.0
2019-08-22,169.08,170.09,165.95,166.07,4017740.0,0.0,1.0,166.14722239397918,167.1397034361954,163.0715138176061,163.18943235727536,4017740.0
2019-08-23,165.11,165.46,159.05,159.98,3590019.0,0.0,1.0,162.24608403992136,162.59001311395667,156.291197786624,157.2050664690607,3590019.0
2019-08-26,161.46,162.42,158.29,159.11,3297668.0,0.0,1.0,158.65939512498153,159.60274344233554,155.54438036871872,156.35015705645864,3297668.0
2019-08-27,160.71,160.71,157.28,157.47,3994922.0,0.0,1.0,157.9224042520487,157.9224042520487,154.5518993265025,154.73860368097883,3994922.0
2019-08-28,157.47,159.725,156.61,158.4,5841067.0,0.0,1.0,154.73860368097883,156.95448957226355,153.89352081334917,155.65247236341554,5841067.0
2019-08-29,159.44,162.78,158.21,161.73,4395025.0,0.97,1.0,157.61411151732725,160.9158622227203,156.39819733540105,159.8778867015638,4395025.0
2019-08-30,162.41,164.08,161.46,161.96,2987219.0,0.0,1.0,160.55009942002707,162.20097477272364,159.61097871040928,160.10525276810287,2987219.0
2019-09-03,161.05,162.1,158.7,159.33,2682414.0,0.0,1.0,159.20567398310055,160.24364950425706,156.88258591194074,157.50537122463467,2682414.0
2019-09-04,160.24,160.9,158.62,160.08,3890373.0,0.0,1.0,158.40495000963696,159.0573917657925,156.80350206270978,158.24678231117502,3890373.0
2019-09-05,162.45,166.66,162.1,166.13,3802854.0,0.0,1.0,160.58964134464256,164.75142891042245,160.24364950425706,164.22749840926727,3802854.0
2019-09-06,166.41,167.2099,164.14,164.6,2055624.0,0.0,1.0,164.50429188157568,165.29503151907386,162.26028765964682,162.71501979272492,2055624.0
2019-09-09,165.12,166.46,164.01,166.12,3285853.0,0.0,1.0,163.22906481272625,164.55371928734505,162.1317764046465,164.2176129281134,3285853.0
2019-09-10,165.35,167.73,164.85,167.57,3006671.0,0.0,1.0,163.4564308792653,165.8091753938867,162.9621568215717,165.65100769542477,3006671.0
2019-09-11,167.85,167.99,165.72,167.3,2617720.0,0.0,1.0,165.92780116773318,166.06619790388737,163.82219368195854,165.38409970427026,2617720.0
