Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2019-07-31,86.83,87.51,85.83,86.4,4470584.0,0.0,1.0,84.72401348655555,85.38752067497958,83.7482676212261,84.3044427644639,4470584.0
2019-08-01,86.19,87.035,81.03,82.62,7094013.0,0.0,1.0,84.0995361327447,84.92404138894808,79.06468746764479,80.6161233935186,7094013.0
2019-08-02,82.53,82.73,81.45,81.52,5134530.0,0.0,1.0,80.52830626563895,80.72345543870483,79.47450073108315,79.5428029416562,5134530.0
2019-08-05,81.3,81.57,80.0335,80.79,7255429.0,0.0,1.0,79.32813885128373,79.59159023492268,78.092356712844,78.83050845996573,7255429.0
2019-08-06,81.16,83.21,80.77,82.77,5546338.0,0.0,1.0,79.19153443013761,81.19181345406297,78.81099354265912,80.762485273318,5546338.0
2019-08-07,81.94,83.25,81.13,83.01,4761841.0,0.0,1.0,79.95261620509457,81.23084328867614,79.16226205417772,80.99666428099708,4761841.0
2019-08-08,83.73,84.62,82.98,83.8,4464121.0,0.0,1.0,81.69920130403428,82.5676151241775,80.9673919050372,81.76750351460734,4464121.0
2019-08-09,83.5,84.3661,82.05,82.41,4966326.0,0.0,1.0,81.47477975500851,82.31987324897034,80.05994825028081,80.41121676179941,4966326.0
2019-08-12,81.32,82.15,81.05,82.035,6151683.0,0.0,1.0,79.34765376859032,80.15752283681377,79.08420238495137,80.04531206230087,6151683.0
2019-08-13,81.6,86.64,81.21,84.24,8434110.0,0.0,1.0,79.62086261088255,84.53862177214296,79.24032172340408,82.19683169535229,8434110.0
2019-08-14,81.86,83.22,81.15,81.89,7009173.0,0.0,1.0,79.87455653586822,81.20157091271626,79.18177697148433,79.9038289118281,7009173.0
2019-08-15,83.36,84.05,82.01,82.56,5388999.0,0.0,1.0,81.33817533386238,82.0114399809397,80.02091841566764,80.55757864159884,5388999.0
2019-08-16,83.3,84.46,83.17,84.21,4860926.0,0.0,1.0,81.27963058194261,82.41149578572477,81.15278361944979,82.16755931939241,4860926.0
2019-08-19,86.5,86.88,85.71,86.58,7351922.0,0.0,1.0,84.40201735099683,84.77280077982202,83.63117811738657,84.48007702022319,7351922.0
2019-08-20,86.23,87.12,85.53,85.53,8799084.0,0.66,1.0,84.78782884048375,85.66294385460913,84.0995361327447,84.0995361327447,8799084.0
2019-08-21,99.87,103.38,98.13,103.0,41451098.0,0.0,1.0,98.1997038884276,101.65100018009058,96.48880487204767,101.27735556731795,41451098.0
2019-08-22,105.39,106.52,103.38,106.32,17107085.0,0.0,1.0,103.62738352659844,104.73848461194862,101.65100018009058,104.5418295525946,17107085.0
2019-08-23,104.77,105.94,103.25,103.49,8991000.0,0.0,1.0,103.01775284260098,104.16818493982197,101.52317439151047,101.75916046273528,8991000.0
2019-08-26,104.91,105.735,103.77,104.77,5583146.0,0.0,1.0,103.15541138414879,103.9666135039841,102.03447754583091,103.01775284260098,5583146.0
2019-08-27,105.01,105.1,104.2636,104.7,5320181.0,0.0,1.0,103.25373891382581,103.34223369053511,102.51982223231661,102.94892357182708,5320181.0
2019-08-28,104.67,106.72,104.5,106.4,6641747.0,0.0,1.0,102.91942531292398,104.93513967130264,102.75226851247307,104.62049157633622,6641747.0
2019-08-29,107.99,108.55,106.93,107.93,5196564.0,0.0,1.0,106.18389929820063,106.73453346439187,105.14162748362436,106.12490278039444,5196564.0
2019-08-30,108.5,109.33,106.83,107.04,5308902.0,0.0,1.0,106.68536969955338,107.50148819587254,105.04329995394734,105.24978776626907,5308902.0
2019-09-03,106.77,107.48,106.01,106.71,3992065.0,0.0,1.0,104.98430343614113,105.6824288968479,104.23701421059589,104.92530691833493,3992065.0
2019-09-04,107.0,107.915,106.81,107.36,3962690.0,0.0,1.0,105.21045675439827,106.11015365094289,105.02363444801195,105.56443586123548,3962690.0
2019-09-05,109.24,109.4,108.22,108.54,4144274.0,0.0,1.0,107.41299341916323,107.57031746664644,106.41005261645775,106.72470071142419,4144274.0
2019-09-06,108.95,110.94,108.8,109.85,5270400.0,0.0,1.0,107.12784358309992,109.08456142367235,106.9803522885844,108.01279135019297,5270400.0
2019-09-09,109.6,110.27,107.52,107.95,5003585.0,0.0,1.0,107.76697252600046,108.4257669748364,105.7217599087187,106.14456828632983,5003585.0
2019-09-10,107.41,108.83,106.84,108.83,3947371.0,0.0,1.0,105.61359962607399,107.0098505474875,105.05313270691505,107.0098505474875,3947371.0
2019-09-11,108.7,109.51,107.8939,108.97,3700754.0,0.0,1.0,106.88202475890739,107.67847774929116,106.08940654218104,107.14750908903531,3700754.0
2019-09-12,109.43,109.72,108.55,108.94,3185334.0,0.0,1.0,107.59981572554955,107.88496556161287,106.73453346439187,107.1180108301322,3185334.0
2019-09-13,109.07,109.17,107.83,107.99,2508150.0,0.0,1.0,107.24583661871232,107.34416414838932,106.02657525071743,106.18389929820063,2508150.0
2019-09-16,107.25,107.94,106.3,106.96,4642498.0,0.0,1.0,105.45627557859078,106.13473553336213,104.5221640466592,105.17112574252745,4642498.0
2019-09-17,106.63,107.46,106.18,107.28,4334181.0,0.0,1.0,104.84664489459333,105.66276339091249,104.4041710110468,105.48577383749388,4334181.0
2019-09-18,107.12,107.69,106.01,106.97,2967441.0,0.0,1.0,105.32844979001068,105.8889167091696,104.23701421059589,105.18095849549516,2967441.0
2019-09-19,108.55,108.74,106.88,107.87,2948766.0,0.0,1.0,106.73453346439187,106.92135577077819,105.09246371878585,106.06590626258823,2948766.0
2019-09-20,108.31,108.55,106.6,106.67,4233547.0,0.0,1.0,106.49854739316706,106.73453346439187,104.81714663569022,104.88597590646414,4233547.0
2019-09-23,107.42,110.41,107.21,108.78,5624477.0,0.0,1.0,105.62343237904169,108.56342551638421,105.41694456671996,106.96068678264899,5624477.0
2019-09-24,110.2,110.2,107.08,107.45,5414500.0,0.0,1.0,108.3569377040625,108.3569377040625,105.28911877813987,105.65293063794479,5414500.0
2019-09-25,107.07,108.13,106.62,106.8,3956818.0,0.0,1.0,105.27928602517215,106.32155783974844,104.83681214162563,105.01380169504424,3956818.0
2019-09-26,106.9,107.4,104.68,106.29,5361580.0,0.0,1.0,105.11212922472126,105.6037668731063,102.92925806589169,104.51233129369152,5361580.0
2019-09-27,105.95,106.81,105.53,106.12,3188599.0,0.0,1.0,104.17801769278968,105.02363444801195,103.76504206814624,104.34517449324059,3188599.0
2019-09-30,106.67,107.39,106.42,106.91,3652898.0,0.0,1.0,104.88597590646414,105.59393412013858,104.64015708227161,105.12196197768895,3652898.0
2019-10-01,107.33,108.14,105.856,105.94,3570212.0,0.0,1.0,105.53493760233238,106.33139059271615,104.08558981489328,104.16818493982197,3570212.0
2019-10-02,104.9,105.96,104.01,105.16,5825614.0,0.0,1.0,103.14557863118111,104.18785044575738,102.27046361705574,103.40123020834132,5825614.0
2019-10-03,105.23,106.7,104.39,106.62,4279291.0,0.0,1.0,103.47005947911522,104.91547416536724,102.64410822982836,104.83681214162563,4279291.0
2019-10-04,106.77,109.265,106.54,109.1,4128350.0,0.0,1.0,104.98430343614113,107.43757530158248,104.75815011788403,107.27533487761542,4128350.0
2019-10-07,108.66,108.85,107.14,107.95,3869889.0,0.0,1.0,106.84269374703658,107.0295160534229,105.34811529594607,106.14456828632983,3869889.0
2019-10-08,107.93,110.03,107.04,108.52,4809339.0,0.0,1.0,106.12490278039444,108.18978090361159,105.24978776626907,106.70503520548877,4809339.0
2019-10-09,109.92,111.245,109.5317,110.36,5863958.0,0.0,1.0,108.08162062096689,109.38446038918724,107.69981482323107,108.51426175154572,5863958.0
2019-10-10,109.56,110.59,109.09,110.57,3704765.0,0.0,1.0,107.72764151412966,108.74041506980284,107.26550212464772,108.72074956386743,3704765.0
2019-10-11,111.85,112.94,111.21,111.83,4581116.0,0.0,1.0,109.97934194373313,111.05111201721252,109.35004575380027,109.95967643779773,4581116.0
2019-10-14,111.85,112.23,110.95,111.15,2422448.0,0.0,1.0,109.97934194373313,110.35298655650577,109.09439417664007,109.29104923599408,2422448.0
2019-10-15,111.56,112.3,111.34,111.89,2717961.0,0.0,1.0,109.6941921076698,110.42181582727966,109.4778715423804,110.01867295560393,2717961.0
2019-10-16,111.79,112.21,111.18,112.19,2340192.0,0.0,1.0,109.92034542592694,110.33332105057036,109.32054749489718,110.31365554463495,2340192.0
2019-10-17,112.41,113.71,112.34,113.23,4115616.0,0.0,1.0,110.52997610992438,111.80823399572547,110.46114683915047,111.33626185327584,4115616.0
2019-10-18,112.86,113.74,112.3989,112.81,3887695.0,0.0,1.0,110.97244999347092,111.83773225462858,110.51906175413022,110.9232862286324,3887695.0
2019-10-21,113.32,113.81,112.74,113.68,3037732.0,0.0,1.0,111.42475662998514,111.90656152540248,110.8544569578585,111.77873573682238,3037732.0
2019-10-22,113.95,114.83,113.06,113.19,3514603.0,0.0,1.0,112.0442200669503,112.90950232810796,111.16910505282493,111.29693084140503,3514603.0
2019-10-23,113.19,113.19,110.72,111.36,5193570.0,0.0,1.0,111.29693084140503,111.29693084140503,108.86824085838295,109.49753704831579,5193570.0
2019-10-24,111.83,112.0,110.015,110.25,4122214.0,0.0,1.0,109.95967643779773,110.12683323824865,108.17503177416005,108.40610146890101,4122214.0
2019-10-25,109.92,109.99,108.53,109.02,5659200.0,0.0,1.0,108.08162062096689,108.15044989174079,106.71486795845648,107.1966728538738,5659200.0
2019-10-28,109.17,110.48,109.02,109.72,4447790.0,0.0,1.0,107.34416414838932,108.63225478715813,107.1966728538738,107.88496556161287,4447790.0
2019-10-29,109.26,109.58,107.93,108.15,3004486.0,0.0,1.0,107.43265892509864,107.74730702006505,106.12490278039444,106.34122334568386,3004486.0
2019-10-30,108.02,108.77,107.22,107.93,3567593.0,0.0,1.0,106.21339755710373,106.9508540296813,105.42677731968767,106.12490278039444,3567593.0
